DienTich,Phongngu,SoTang,PhongTam,Loai,GiayTo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,DacDiem
31.0,1.0,15.0,2.0,0,0,1,5,5,1
72.0,2.0,15.0,2.0,2,1,2,5,5,1
72.0,2.0,15.0,2.0,2,2,0,4,7,1
40.0,1.0,15.0,1.0,2,2,1,5,5,1
45.0,1.0,15.0,1.0,2,0,1,5,5,1
65.0,2.0,25.0,2.0,2,1,1,6,4,1
55.0,2.0,15.0,1.0,2,1,1,5,2,1
65.0,2.0,15.0,2.0,2,0,1,5,5,1
92.0,3.0,5.0,2.0,2,1,1,4,7,1
76.0,2.0,15.0,2.0,2,1,3,2,5,1
65.0,2.0,15.0,2.0,2,2,1,6,3,1
92.0,3.0,15.0,2.0,2,2,3,5,2,1
65.19,2.0,25.0,2.0,2,1,3,3,7,1
66.0,2.0,15.0,2.0,2,1,2,7,3,1
96.0,3.0,25.0,2.0,2,1,3,4,6,1
52.0,1.0,15.0,1.0,2,0,1,5,5,1
40.0,2.0,15.0,1.0,2,0,1,5,5,1
50.0,1.0,15.0,1.0,2,1,1,5,5,1
95.0,3.0,35.0,2.0,2,1,2,1,3,1
83.6,3.0,3.0,2.0,2,1,2,1,6,1
50.0,1.0,35.0,1.0,2,1,2,1,3,1
64.0,2.0,15.0,2.0,2,2,1,1,0,1
70.0,1.0,7.0,1.0,2,1,2,7,3,1
40.0,1.0,15.0,1.0,2,2,2,5,5,1
45.0,2.0,3.0,1.0,2,2,1,7,0,1
71.0,2.0,10.0,2.0,2,2,2,5,2,1
80.0,2.0,12.0,2.0,2,2,2,6,3,1
67.76,2.0,16.0,2.0,2,2,1,5,5,1
50.0,1.0,15.0,1.0,2,2,3,2,1,1
60.0,2.0,15.0,2.0,2,2,2,5,5,1
73.0,2.0,15.0,2.0,2,0,1,5,5,1
75.1,2.0,35.0,2.0,2,2,0,2,5,1
69.0,2.0,25.0,2.0,2,1,2,1,3,1
84.12,3.0,25.0,2.0,2,0,3,4,6,1
69.0,2.0,15.0,2.0,2,0,1,5,5,1
62.67,2.0,15.0,2.0,2,0,1,5,5,1
69.0,2.0,12.0,2.0,2,1,3,2,5,1
66.0,2.0,15.0,2.0,2,0,3,2,1,1
86.0,2.0,25.0,2.0,2,2,2,1,3,1
40.0,1.0,15.0,2.0,2,2,1,5,5,1
66.0,2.0,15.0,2.0,2,0,1,5,5,1
246.0,4.0,45.0,3.0,2,2,0,0,0,1
242.0,4.0,45.0,4.0,2,2,0,0,1,1
25.0,1.0,15.0,1.0,2,0,1,5,5,1
95.0,3.0,35.0,2.0,2,1,2,1,3,1
64.0,2.0,15.0,2.0,2,2,1,1,0,1
85.0,3.0,15.0,2.0,2,0,1,1,0,1
54.0,2.0,15.0,1.0,2,2,1,5,2,1
160.0,2.0,3.0,2.0,2,0,1,0,1,1
204.0,3.0,3.0,2.0,2,0,1,1,0,1
170.0,4.0,45.0,4.0,2,0,1,1,3,1
48.0,2.0,8.0,2.0,2,2,2,5,5,1
76.0,2.0,15.0,2.0,2,1,2,7,3,1
73.0,2.0,25.0,2.0,2,2,3,6,4,1
43.0,2.0,15.0,1.0,2,0,1,5,5,1
62.0,1.0,15.0,1.0,2,0,2,5,5,1
66.0,2.0,15.0,2.0,2,0,1,5,2,1
79.0,2.0,35.0,2.0,2,2,0,7,3,1
35.0,2.0,15.0,1.0,0,2,2,5,5,1
68.0,2.0,15.0,2.0,2,2,1,5,2,1
65.0,2.0,15.0,2.0,2,2,2,5,5,1
62.0,2.0,1.0,2.0,2,1,1,2,5,1
65.0,2.0,10.0,2.0,2,2,3,5,5,1
40.0,2.0,15.0,1.0,2,1,3,5,5,1
62.0,2.0,15.0,2.0,2,1,1,5,5,1
65.0,2.0,15.0,2.0,2,0,1,5,5,1
73.0,2.0,22.0,2.0,2,1,1,3,7,1
95.0,3.0,35.0,2.0,2,1,2,1,3,1
64.0,2.0,15.0,2.0,2,2,1,1,0,1
55.0,2.0,15.0,2.0,2,0,1,5,5,1
89.0,3.0,35.0,2.0,2,1,0,7,3,1
194.0,3.0,45.0,3.0,5,2,2,1,3,1
63.0,2.0,15.0,2.0,2,1,1,6,4,1
65.0,2.0,15.0,2.0,2,0,1,5,2,1
63.0,2.0,16.0,1.0,2,1,3,0,1,1
67.0,2.0,15.0,2.0,2,0,1,5,5,1
32.0,1.0,15.0,1.0,0,1,1,5,5,1
54.0,2.0,15.0,1.0,2,0,1,5,5,1
52.0,1.0,35.0,1.0,2,2,0,1,3,1
480.0,4.0,45.0,2.0,0,2,0,1,3,1
70.0,2.0,15.0,2.0,2,2,3,2,1,1
85.0,3.0,25.0,2.0,2,2,2,6,4,1
64.0,2.0,25.0,2.0,2,2,3,7,0,1
90.0,2.0,15.0,2.0,2,2,1,7,5,1
54.0,2.0,18.0,1.0,2,2,2,5,5,1
75.0,2.0,15.0,2.0,2,0,1,5,5,1
89.0,3.0,15.0,2.0,2,1,3,4,7,1
50.0,2.0,15.0,2.0,2,0,1,5,5,1
40.0,2.0,15.0,1.0,0,0,1,5,5,1
70.0,3.0,4.0,3.0,2,2,1,5,5,1
60.0,2.0,15.0,2.0,2,2,1,7,5,1
85.0,3.0,15.0,2.0,2,0,1,1,0,1
70.0,1.0,7.0,1.0,2,1,2,7,3,1
83.0,2.0,25.0,2.0,2,2,2,3,6,1
95.0,3.0,35.0,2.0,2,1,2,1,3,1
61.0,2.0,15.0,2.0,2,1,1,3,7,1
95.0,3.0,14.0,2.0,2,0,1,1,3,1
56.0,2.0,15.0,1.0,2,0,1,5,5,1
60.0,2.0,15.0,2.0,2,0,1,5,5,1
71.0,2.0,25.0,2.0,2,2,2,6,4,1
66.0,2.0,15.0,2.0,2,0,1,5,5,1
70.0,2.0,15.0,2.0,2,0,1,7,7,1
70.0,2.0,25.0,2.0,2,2,2,1,3,1
40.0,2.0,15.0,1.0,0,0,1,5,5,1
60.0,2.0,8.0,2.0,2,2,1,5,5,1
54.0,2.0,9.0,1.0,2,2,2,3,1,1
73.0,2.0,15.0,2.0,2,0,1,7,3,1
70.0,2.0,15.0,2.0,2,2,3,1,0,1
77.0,3.0,15.0,2.0,2,0,1,5,5,1
65.0,2.0,15.0,2.0,2,2,1,5,5,1
101.0,3.0,21.0,2.0,2,0,0,7,3,1
70.0,2.0,15.0,2.0,2,1,1,5,5,1
107.0,3.0,35.0,2.0,2,1,0,7,0,1
85.0,3.0,35.0,2.0,2,2,0,1,3,1
75.0,2.0,15.0,2.0,2,2,1,5,2,1
85.0,3.0,15.0,2.0,2,0,1,1,0,1
53.0,2.0,15.0,1.0,2,2,1,5,5,1
60.45,2.0,18.0,2.0,2,1,1,6,4,1
70.12,2.0,5.0,2.0,2,2,2,1,0,1
60.45,2.0,18.0,2.0,2,1,1,6,4,1
30.1,1.0,15.0,1.0,2,0,1,5,5,1
84.0,2.0,25.0,2.0,2,2,1,1,0,1
60.0,2.0,6.0,1.0,2,2,1,7,5,1
76.0,2.0,15.0,1.0,2,2,1,5,5,1
48.0,1.0,15.0,1.0,2,0,1,5,5,1
52.0,2.0,9.0,1.0,2,1,2,6,7,1
73.0,2.0,15.0,2.0,2,0,1,5,5,1
70.0,2.0,15.0,2.0,2,0,1,5,5,1
72.0,2.0,15.0,2.0,2,0,1,5,2,1
48.5,1.0,15.0,1.0,2,0,1,5,2,1
54.0,2.0,15.0,1.0,2,2,2,5,5,1
46.0,1.0,15.0,1.0,2,1,1,7,3,1
40.0,2.0,15.0,1.0,0,0,1,5,5,1
58.0,1.0,29.0,1.0,2,1,2,3,7,1
56.0,2.0,15.0,2.0,2,0,1,5,7,1
71.0,2.0,15.0,2.0,2,1,2,2,1,1
48.0,1.0,15.0,1.0,2,0,1,5,5,1
68.0,2.0,16.0,2.0,2,1,3,5,6,1
62.0,2.0,15.0,2.0,2,2,1,5,5,1
75.0,2.0,5.0,2.0,2,0,3,7,7,1
50.0,1.0,35.0,1.0,2,1,2,1,3,1
70.12,2.0,5.0,2.0,2,2,2,1,0,1
89.0,3.0,35.0,2.0,2,1,0,7,3,1
84.0,3.0,25.0,2.0,2,2,2,3,3,1
70.0,2.0,25.0,2.0,2,2,3,6,4,1
80.0,3.0,25.0,2.0,2,1,2,6,4,1
66.0,2.0,22.0,2.0,2,2,1,5,5,1
65.0,2.0,15.0,2.0,2,1,1,5,5,1
73.0,2.0,35.0,2.0,2,2,0,1,3,1
72.0,2.0,15.0,2.0,2,1,3,1,0,1
70.0,2.0,15.0,2.0,2,2,1,5,5,1
55.0,2.0,15.0,1.0,2,0,1,5,5,1
96.0,3.0,5.0,2.0,2,0,1,3,7,1
72.0,2.0,15.0,2.0,2,1,1,2,5,1
81.0,3.0,25.0,2.0,2,2,2,3,3,1
96.0,3.0,19.0,2.0,2,1,3,4,7,1
40.0,2.0,15.0,1.0,0,0,1,5,5,1
71.0,2.0,15.0,2.0,2,2,2,5,5,1
59.1,1.0,15.0,1.0,2,0,1,6,4,1
80.0,5.0,35.0,6.0,0,2,3,1,1,1
66.0,2.0,25.0,2.0,2,2,3,6,4,1
33.0,1.0,15.0,1.0,2,2,1,5,2,1
65.0,2.0,15.0,2.0,2,1,3,4,7,1
75.0,2.0,15.0,2.0,2,2,1,5,2,1
60.45,2.0,18.0,2.0,2,1,1,6,4,1
68.0,2.0,15.0,2.0,2,1,1,5,2,1
85.0,3.0,15.0,2.0,2,0,1,1,0,1
97.0,2.0,25.0,2.0,2,2,1,6,4,1
34.0,1.0,15.0,1.0,2,0,1,5,5,1
65.0,2.0,12.0,2.0,2,1,2,1,2,1
80.0,2.0,15.0,2.0,2,2,1,5,5,1
102.0,2.0,44.0,2.0,2,1,2,1,3,1
76.0,2.0,25.0,2.0,2,2,2,3,3,1
59.0,2.0,15.0,2.0,2,0,1,5,2,1
40.0,2.0,15.0,1.0,0,0,1,5,5,1
72.0,2.0,15.0,2.0,2,1,3,2,1,1
48.5,1.0,22.0,1.0,2,1,2,5,5,1
54.0,2.0,15.0,1.0,2,0,1,5,5,1
90.0,3.0,35.0,2.0,2,2,0,1,3,1
75.0,2.0,25.0,2.0,2,1,2,1,3,1
92.09,2.0,15.0,2.0,2,0,1,5,5,1
76.0,2.0,30.0,2.0,2,1,1,2,1,1
80.0,2.0,25.0,2.0,2,2,2,3,0,1
141.0,3.0,2.0,2.0,2,0,1,7,3,1
67.0,2.0,15.0,2.0,2,0,3,2,1,1
56.0,2.0,7.0,1.0,2,1,3,5,5,1
72.25,2.0,15.0,2.0,2,1,1,5,5,1
73.6,2.0,20.0,2.0,2,1,2,6,4,1
72.0,2.0,15.0,2.0,2,0,1,5,5,1
97.0,2.0,25.0,2.0,2,2,1,6,4,1
63.0,2.0,15.0,2.0,2,1,1,5,5,1
70.0,2.0,15.0,2.0,2,2,1,5,2,1
75.0,3.0,16.0,2.0,2,1,2,7,0,1
62.0,2.0,8.0,2.0,2,1,2,5,5,1
161.03,4.0,15.0,4.0,2,0,1,5,2,1
112.0,3.0,12.0,2.0,2,0,1,3,7,1
64.0,2.0,15.0,2.0,2,1,3,3,7,1
77.0,2.0,25.0,2.0,2,1,3,0,1,1
68.5,2.0,15.0,2.0,2,0,3,2,1,1
90.0,3.0,5.0,2.0,2,1,3,4,6,1
73.0,2.0,15.0,2.0,2,1,1,5,5,1
68.0,2.0,15.0,1.0,2,2,1,5,5,1
99.0,2.0,15.0,2.0,2,2,1,1,0,1
78.0,2.0,9.0,2.0,2,1,2,6,4,1
90.0,3.0,15.0,2.0,2,0,3,2,1,1
63.0,2.0,15.0,2.0,2,0,1,7,6,1
90.0,3.0,15.0,2.0,2,0,1,5,5,1
87.21,2.0,7.0,2.0,2,0,2,3,7,1
79.0,2.0,15.0,2.0,2,2,1,5,2,1
55.0,2.0,15.0,1.0,2,1,1,7,3,1
59.0,2.0,15.0,2.0,2,0,1,5,5,1
64.0,2.0,15.0,2.0,2,2,1,1,0,1
63.0,2.0,15.0,2.0,2,1,1,5,5,1
62.0,2.0,7.0,2.0,2,2,2,3,7,1
55.0,2.0,15.0,2.0,2,0,1,5,5,1
62.0,2.0,15.0,2.0,2,2,1,7,5,1
56.0,2.0,15.0,2.0,2,0,1,5,5,1
56.0,2.0,25.0,1.0,2,2,2,6,4,1
74.0,2.0,25.0,2.0,2,2,2,1,3,1
350.0,5.0,45.0,3.0,5,2,2,1,3,1
88.0,3.0,25.0,2.0,2,2,3,7,4,1
49.0,2.0,14.0,1.0,2,1,3,5,5,1
56.0,2.0,15.0,2.0,2,0,1,5,5,1
61.0,2.0,8.0,2.0,2,2,0,5,5,1
58.0,2.0,15.0,2.0,2,0,1,5,5,1
85.0,2.0,25.0,2.0,2,1,1,6,4,1
56.35,2.0,20.0,2.0,2,1,1,1,0,1
60.0,2.0,15.0,2.0,2,2,1,5,5,1
116.0,2.0,45.0,2.0,2,0,0,1,3,1
75.0,2.0,15.0,2.0,2,0,1,5,5,1
34.0,2.0,2.0,2.0,2,2,0,3,5,1
51.0,1.0,15.0,1.0,2,0,1,5,5,1
101.0,3.0,15.0,2.0,2,0,1,7,3,1
58.0,2.0,5.0,2.0,2,0,3,0,0,1
74.0,2.0,15.0,2.0,2,0,1,5,2,1
85.0,3.0,35.0,2.0,2,2,2,1,3,1
61.0,2.0,15.0,2.0,2,1,1,3,7,1
72.25,2.0,15.0,2.0,2,1,1,5,5,1
73.0,3.0,15.0,2.0,2,1,1,5,5,1
53.0,2.0,15.0,1.0,2,2,1,5,5,1
75.0,2.0,5.0,2.0,2,0,3,7,7,1
51.3,2.0,15.0,1.0,2,1,1,5,5,1
68.0,2.0,25.0,2.0,2,2,2,3,3,1
75.0,2.0,35.0,2.0,2,2,0,1,3,1
52.0,1.0,25.0,1.0,2,2,3,6,4,1
45.0,1.0,15.0,1.0,2,0,1,5,5,1
92.0,3.0,35.0,2.0,2,2,2,1,3,1
54.0,2.0,15.0,2.0,2,0,1,5,5,1
143.0,3.0,45.0,2.0,2,1,2,6,3,1
70.0,2.0,17.0,2.0,2,1,0,1,3,1
72.0,2.0,15.0,2.0,2,2,3,5,5,1
80.0,3.0,5.0,2.0,2,2,3,0,5,1
52.0,1.0,15.0,1.0,4,0,1,4,6,1
66.0,2.0,15.0,2.0,2,0,1,5,5,1
55.0,2.0,12.0,1.0,2,1,1,7,3,1
91.0,2.0,15.0,2.0,2,0,1,5,5,1
60.0,2.0,15.0,1.0,2,0,1,7,3,1
90.0,3.0,8.0,2.0,2,1,2,5,2,1
55.0,2.0,15.0,1.0,2,2,1,7,7,1
25.0,1.0,15.0,1.0,2,0,1,5,5,1
73.0,2.0,25.0,2.0,2,2,2,1,3,1
60.45,2.0,18.0,2.0,2,1,1,6,4,1
70.12,2.0,5.0,2.0,2,2,2,1,0,1
54.0,2.0,15.0,1.0,2,2,1,5,2,1
68.0,2.0,15.0,2.0,2,1,1,5,2,1
68.0,2.0,15.0,2.0,2,0,1,5,2,1
60.0,2.0,15.0,1.0,2,0,1,5,5,1
71.0,2.0,15.0,2.0,2,0,1,5,5,1
85.0,2.0,25.0,2.0,2,2,2,1,3,1
60.0,2.0,15.0,2.0,2,0,1,5,2,1
48.0,1.0,35.0,1.0,2,2,0,1,3,1
65.0,2.0,17.0,2.0,2,0,1,5,5,1
116.0,2.0,45.0,2.0,3,1,2,1,3,1
65.0,2.0,15.0,2.0,2,0,1,5,5,1
74.0,2.0,15.0,2.0,2,1,3,5,5,1
49.0,1.0,10.0,1.0,2,0,3,5,7,1
100.0,5.0,15.0,5.0,1,0,1,5,5,1
85.0,3.0,25.0,2.0,2,2,2,1,3,1
60.0,2.0,15.0,2.0,2,1,1,5,5,1
24.0,1.0,15.0,2.0,3,2,1,7,1,1
64.0,2.0,25.0,2.0,2,1,2,1,3,1
67.0,2.0,15.0,1.0,2,2,1,5,5,1
36.0,2.0,25.0,2.0,2,2,3,7,0,1
75.0,2.0,15.0,2.0,2,0,1,5,5,1
71.0,2.0,15.0,1.0,2,2,3,5,2,1
54.0,2.0,15.0,1.0,2,2,1,5,2,1
75.0,2.0,5.0,2.0,2,0,3,7,7,1
194.0,3.0,45.0,3.0,5,2,2,1,3,1
83.0,2.0,25.0,2.0,2,2,2,3,6,1
64.0,2.0,15.0,2.0,2,2,1,1,0,1
67.0,2.0,15.0,2.0,2,1,1,6,7,1
55.0,2.0,15.0,1.0,2,2,2,7,3,1
50.0,2.0,17.0,2.0,2,1,1,6,4,1
109.0,3.0,35.0,2.0,2,2,0,1,3,1
72.0,2.0,15.0,2.0,2,1,3,5,5,1
40.0,2.0,15.0,2.0,2,2,1,5,5,1
53.0,1.0,25.0,1.0,2,2,3,6,4,1
87.0,2.0,35.0,2.0,2,2,0,1,3,1
51.0,2.0,15.0,1.0,2,2,1,5,5,1
40.0,1.0,15.0,1.0,3,1,3,5,5,1
70.0,2.0,25.0,2.0,2,2,2,3,3,1
53.0,2.0,15.0,1.0,4,0,1,5,5,1
75.0,2.0,15.0,1.0,3,2,1,5,5,1
76.0,2.0,15.0,2.0,2,1,3,4,6,1
60.0,2.0,25.0,2.0,2,2,2,3,3,1
67.0,2.0,15.0,2.0,2,1,1,5,2,1
65.0,2.0,15.0,2.0,2,1,1,5,5,1
72.0,2.0,15.0,2.0,2,2,3,5,5,1
55.0,2.0,15.0,1.0,2,2,1,5,5,1
60.0,2.0,25.0,1.0,2,2,2,1,3,1
63.0,2.0,15.0,2.0,2,1,1,5,5,1
73.0,3.0,15.0,2.0,2,1,1,5,5,1
97.6,3.0,6.0,2.0,2,2,2,1,3,1
73.6,2.0,20.0,2.0,2,1,2,6,4,1
83.6,3.0,3.0,2.0,2,1,2,1,6,1
78.0,2.0,21.0,2.0,2,1,3,5,3,1
75.0,2.0,15.0,2.0,2,1,3,2,5,1
100.0,3.0,5.0,2.0,2,2,3,6,4,1
72.0,2.0,15.0,2.0,2,0,1,5,5,1
250.0,5.0,45.0,5.0,0,2,0,1,3,1
87.3,3.0,35.0,2.0,2,1,0,1,3,1
54.0,2.0,15.0,1.0,2,0,1,5,5,1
79.0,2.0,15.0,2.0,2,1,1,5,2,1
69.0,2.0,11.0,2.0,2,2,1,0,1,1
45.0,1.0,15.0,1.0,2,2,2,5,5,1
30.0,1.0,15.0,1.0,2,1,1,5,5,1
35.0,1.0,5.0,1.0,2,0,1,5,5,1
68.0,2.0,15.0,2.0,2,1,1,5,5,1
66.0,2.0,15.0,2.0,2,0,1,5,5,1
71.0,2.0,15.0,2.0,2,0,1,5,5,1
75.0,2.0,15.0,2.0,2,1,1,5,5,1
56.44,2.0,9.0,1.0,2,1,1,6,4,1
78.0,3.0,12.0,2.0,2,1,1,5,5,1
66.0,2.0,11.0,2.0,2,1,1,2,3,1
68.0,2.0,15.0,2.0,2,1,1,5,2,1
75.0,2.0,15.0,2.0,2,2,1,5,2,1
25.0,1.0,15.0,1.0,2,0,1,5,5,1
62.0,2.0,15.0,2.0,2,2,1,7,5,1
160.0,2.0,45.0,2.0,2,2,3,3,3,1
52.0,1.0,15.0,1.0,2,2,3,1,0,1
64.0,2.0,15.0,2.0,2,0,1,5,5,1
38.0,1.0,15.0,1.0,2,2,1,5,2,1
115.0,2.0,25.0,2.0,2,2,2,3,3,1
62.0,2.0,15.0,2.0,2,0,1,3,7,1
78.0,2.0,15.0,2.0,2,1,3,3,7,1
58.0,2.0,14.0,2.0,2,1,3,4,6,1
48.0,2.0,15.0,1.0,2,2,2,5,5,1
70.0,2.0,15.0,2.0,2,2,1,2,5,1
74.6,3.0,15.0,2.0,2,0,3,2,1,1
40.0,2.0,15.0,2.0,0,2,1,5,5,1
71.0,2.0,15.0,2.0,2,0,3,2,1,1
63.0,2.0,5.0,1.0,2,2,1,5,5,1
150.0,11.0,15.0,7.0,0,2,1,5,5,1
69.0,2.0,15.0,2.0,2,0,1,5,5,1
35.0,1.0,15.0,1.0,4,0,1,0,1,1
92.0,3.0,15.0,2.0,2,0,1,5,5,1
82.0,2.0,15.0,2.0,2,1,3,5,5,1
54.0,1.0,15.0,1.0,2,1,1,6,4,1
50.0,1.0,15.0,1.0,2,2,1,5,5,1
64.0,2.0,15.0,2.0,2,2,1,1,0,1
50.0,1.0,35.0,1.0,2,1,2,1,3,1
89.0,3.0,35.0,2.0,2,1,0,7,3,1
56.0,2.0,5.0,1.0,2,2,3,1,2,1
25.0,1.0,15.0,1.0,2,0,1,5,5,1
49.0,1.0,15.0,1.0,2,0,3,5,5,1
70.0,2.0,16.0,2.0,2,1,3,4,7,1
56.0,2.0,15.0,2.0,2,0,1,5,5,1
65.0,2.0,15.0,2.0,2,0,1,5,5,1
57.0,2.0,15.0,1.0,2,0,1,0,1,1
68.0,2.0,7.0,2.0,2,1,1,3,7,1
72.0,2.0,15.0,2.0,2,1,3,1,0,1
74.0,2.0,19.0,2.0,2,1,0,1,7,1
52.0,2.0,15.0,1.0,2,2,1,5,5,1
83.0,2.0,35.0,2.0,2,1,2,7,3,1
59.0,2.0,9.0,2.0,2,1,1,5,5,1
71.0,2.0,15.0,2.0,2,1,3,4,7,1
50.0,1.0,15.0,1.0,2,0,1,5,5,1
53.0,2.0,15.0,1.0,2,0,1,5,6,1
58.0,2.0,15.0,2.0,2,0,1,5,5,1
62.0,2.0,15.0,2.0,2,0,1,5,5,1
107.0,3.0,45.0,2.0,2,1,3,7,3,1
94.0,3.0,7.0,2.0,2,1,1,5,2,1
121.0,3.0,10.0,3.0,2,1,1,2,5,1
90.42,3.0,25.0,2.0,2,0,1,3,7,1
72.25,2.0,15.0,2.0,2,1,1,5,5,1
61.0,2.0,15.0,2.0,2,1,1,3,7,1
73.0,3.0,15.0,2.0,2,1,1,5,5,1
25.0,1.0,15.0,1.0,2,0,1,5,5,1
83.6,3.0,3.0,2.0,2,1,2,1,6,1
65.0,2.0,15.0,1.0,2,2,1,5,5,1
65.0,2.0,5.0,2.0,2,1,2,4,7,1
150.0,11.0,6.0,7.0,0,2,2,5,5,1
86.0,3.0,35.0,2.0,2,2,0,1,3,1
72.0,2.0,25.0,2.0,2,2,2,6,4,1
60.0,2.0,10.0,2.0,2,0,3,7,5,1
75.0,2.0,25.0,2.0,2,2,2,1,0,1
72.0,2.0,15.0,2.0,2,0,1,5,5,1
73.0,2.0,15.0,2.0,2,1,1,5,5,1
94.96,3.0,24.0,2.0,2,2,2,1,0,1
58.0,2.0,16.0,1.0,2,0,1,4,6,1
32.0,1.0,15.0,1.0,2,0,1,5,5,1
68.0,2.0,15.0,2.0,2,1,1,5,2,1
33.0,1.0,15.0,1.0,2,0,1,5,5,1
75.0,2.0,23.0,2.0,2,1,0,7,0,1
66.0,2.0,15.0,2.0,2,0,1,5,5,1
60.0,1.0,30.0,2.0,2,1,2,0,1,1
45.0,2.0,2.0,1.0,2,2,2,7,3,1
55.0,2.0,15.0,2.0,2,0,1,5,5,1
61.0,2.0,15.0,2.0,2,1,1,3,7,1
64.0,2.0,15.0,2.0,2,2,1,1,0,1
83.0,2.0,25.0,2.0,2,2,2,3,6,1
89.0,3.0,35.0,2.0,2,1,0,7,3,1
76.0,2.0,16.0,2.0,2,1,2,5,5,1
95.0,2.0,35.0,2.0,2,0,2,1,3,1
75.1,2.0,15.0,2.0,2,0,1,5,5,1
50.0,2.0,15.0,1.0,2,2,3,5,5,1
70.0,2.0,15.0,2.0,2,0,2,5,5,1
35.0,1.0,15.0,1.0,4,0,1,5,5,1
71.2,2.0,25.0,2.0,2,1,2,6,4,1
95.0,1.0,15.0,1.0,2,2,1,5,5,1
38.0,1.0,15.0,1.0,0,0,1,5,5,1
75.0,2.0,5.0,2.0,2,1,1,1,0,1
44.5,1.0,11.0,1.0,2,0,1,5,2,1
75.0,2.0,1.0,2.0,5,2,1,3,3,1
68.0,2.0,15.0,2.0,2,0,1,5,5,1
56.0,2.0,15.0,2.0,2,0,1,5,5,1
70.0,2.0,15.0,2.0,2,1,1,5,5,1
242.0,5.0,25.0,5.0,2,2,3,5,2,1
78.0,3.0,15.0,2.0,2,1,2,5,5,1
63.0,2.0,4.0,1.0,2,2,1,2,2,1
90.0,3.0,5.0,2.0,2,2,3,1,0,1
75.0,2.0,15.0,2.0,2,2,1,5,2,1
73.0,3.0,15.0,2.0,2,1,1,5,5,1
62.0,2.0,15.0,2.0,2,2,1,7,5,1
25.0,1.0,15.0,1.0,2,0,1,5,5,1
160.0,2.0,45.0,2.0,2,2,3,3,3,1
112.0,3.0,35.0,2.0,3,1,0,1,3,1
97.0,3.0,35.0,2.0,2,2,1,1,7,1
86.0,3.0,35.0,2.0,2,2,0,1,3,1
53.0,2.0,6.0,2.0,2,2,1,5,5,1
52.33,2.0,25.0,1.0,2,1,1,6,6,1
77.0,2.0,5.0,2.0,2,0,3,3,7,1
73.0,2.0,15.0,2.0,2,1,1,0,1,1
105.0,3.0,29.0,2.0,2,1,2,4,6,1
73.0,2.0,17.0,2.0,2,1,3,1,5,1
103.0,2.0,35.0,2.0,3,1,0,3,3,1
68.0,2.0,15.0,2.0,2,0,1,5,2,1
72.0,2.0,6.0,2.0,2,2,2,6,4,1
52.0,2.0,5.0,1.0,0,1,2,4,6,1
62.3,2.0,6.0,2.0,2,0,1,7,3,1
75.0,2.0,25.0,2.0,2,1,3,3,7,1
56.2,1.0,15.0,1.0,2,2,1,6,4,1
58.0,2.0,25.0,1.0,2,2,3,6,4,1
61.0,2.0,8.0,2.0,2,2,1,2,5,1
63.0,2.0,15.0,2.0,2,0,1,5,5,1
72.0,2.0,15.0,2.0,2,0,1,5,5,1
83.0,2.0,25.0,2.0,2,2,2,3,6,1
73.0,3.0,15.0,2.0,2,1,1,5,5,1
53.0,2.0,15.0,1.0,2,2,1,5,5,1
72.25,2.0,15.0,2.0,2,1,1,5,5,1
40.0,2.0,15.0,2.0,2,2,1,5,5,1
52.0,1.0,15.0,1.0,2,0,1,5,5,1
34.0,1.0,15.0,1.0,2,0,1,5,5,1
260.0,3.0,45.0,3.0,5,2,3,1,3,1
86.0,3.0,35.0,2.0,2,1,2,4,6,1
50.0,2.0,2.0,1.0,2,2,3,7,7,1
68.0,2.0,15.0,2.0,2,0,1,5,5,1
98.0,2.0,25.0,2.0,2,1,2,6,4,1
74.0,2.0,8.0,2.0,2,2,1,0,1,1
55.0,2.0,15.0,1.0,2,2,1,5,5,1
65.0,2.0,14.0,2.0,2,1,3,4,6,1
37.0,7.0,45.0,3.0,5,2,0,7,7,1
55.0,2.0,15.0,1.0,2,0,1,5,5,1
43.0,2.0,15.0,2.0,2,2,1,5,5,1
53.0,2.0,15.0,1.0,2,1,1,5,5,1
106.0,2.0,25.0,2.0,2,2,3,1,3,1
62.0,2.0,15.0,2.0,2,0,1,5,5,1
73.0,2.0,15.0,2.0,2,0,1,5,2,1
68.0,2.0,15.0,2.0,2,1,3,2,1,1
60.45,2.0,18.0,2.0,2,1,1,6,4,1
63.0,2.0,15.0,2.0,2,1,1,5,5,1
73.0,3.0,15.0,2.0,2,1,1,5,5,1
160.0,2.0,45.0,2.0,2,2,3,3,3,1
68.0,2.0,15.0,2.0,2,1,1,5,2,1
48.0,1.0,2.0,1.0,4,2,1,3,3,1
67.0,2.0,15.0,2.0,2,0,3,2,1,1
65.0,2.0,15.0,2.0,2,0,1,4,6,1
78.0,2.0,25.0,2.0,2,1,2,1,3,1
67.3,2.0,15.0,2.0,2,0,3,2,1,1
58.0,1.0,15.0,1.0,2,1,3,7,3,1
67.0,2.0,15.0,2.0,2,0,1,5,2,1
63.0,2.0,15.0,1.0,2,1,1,5,5,1
52.0,1.0,15.0,1.0,2,0,1,1,5,1
35.0,1.0,5.0,1.0,4,2,3,5,5,1
99.0,3.0,35.0,2.0,2,1,0,1,3,1
68.0,2.0,15.0,2.0,2,1,1,5,5,1
99.0,2.0,15.0,2.0,2,2,2,5,5,1
